Symbol,Name,1 Week ∆
XLRE,Real Estate,0.05580033974893354
XLY,Consumer Discretionary,0.04130844163746106
XLB,Materials,0.0412611952480563
XLU,Utilities,0.040935686305803735
XLF,Financials,0.03242931451056037
XLI,Industrials,0.030353314836432287
XLC,Communication Services,0.0280263534842263
XLK,Information Technology,0.027253262877903882
XLV,Health Care,0.018502296482281452
XLE,Energy,0.011524408322167366
XLP,Consumer Staples,0.0039028135570303856
