Symbol,Name,1 Week ∆
XLRE,Real Estate,0.05917766328333074
XLU,Utilities,0.04177109546762963
XLB,Materials,0.041131415356138894
XLY,Consumer Discretionary,0.03838008512217679
XLF,Financials,0.030984745258731405
XLI,Industrials,0.028889313985180687
XLK,Information Technology,0.026564919688578725
XLC,Communication Services,0.02641225799062911
XLV,Health Care,0.01778764280426565
XLP,Consumer Staples,0.0044810285808940245
XLE,Energy,0.0041201554689004796
