Symbol,Name,13 Week ∆
XLK,Information Technology,0.10814740307834217
XLC,Communication Services,0.07700587648682904
XLF,Financials,0.030311912689010224
XLY,Consumer Discretionary,0.0275420854953703
XLI,Industrials,-0.005929944146137953
XLRE,Real Estate,-0.006078955909202401
XLB,Materials,-0.0069281847742471364
XLU,Utilities,-0.018900625786980315
XLV,Health Care,-0.0395416672475512
XLE,Energy,-0.046391118460162896
XLP,Consumer Staples,-0.048342905253092275
